📺通知📺,#genre# 
重庆卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225734/1653147763-1-1648951092.m3u8
东南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225657/1653147315-1-1648951029.m3u8
吉林卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225680/1653149097-1-1648951247.m3u8
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226203/1653149724-1-1651284940.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225744/index.m3u8
黑龙江卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225690/index.m3u8
山东卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225697/index.m3u8
山东卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225738/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225692/index.m3u8
河北卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225732/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225734/index.m3u8
宁夏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
青海卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8

4-K频道,#genre#
8k测试,http://[2409:8087:2001:20:2800:0:df6e:eb05]/wh7f454c46tw1271963736_932867955/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8?icpid=3&RTS=1668604656&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3&
8K测试,http://[2409:8087:2001:20:2800:0:df6e:eb04]/wh7f454c46tw1782571424_-1576923679/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8?icpid=3&RTS=1674188624&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3&$38M7680x4320
8K测试,http://[2409:8087:2001:20:2800:0:df6e:eb05]/wh7f454c46tw1271963736_932867955/ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8?icpid=3&RTS=1668604656&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3
CCTV-4K,http://[2409:8087:3408:20:5040::106]:18890/PLTV/88888888/224/3221226998/index.m3u8
CCTV-4K,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1
CCTV-4K,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1
CCTV-4K,http://[2409:8c3c:1300:14:38::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c3c:1300:806:74::1]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c3c:1300:806:74::b]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c20:7c91:221::13]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c20:7c91:221::1c]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c20:7c91:221::20]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c20:7c91:221::21]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c20:7c91:221::2a]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c20:7c91:221::2b]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:978:f02:5:42::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:978:f02:5:43::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:95c:2003:5:2b::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:974:e201::1c]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:c000:311:13::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:c000:311:14::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:c000:311:15::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:c000:311:1d::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:c000:311:20::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:c000:311:23::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:c000:311:24::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:ef00:10:1f::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:ef00:10:26::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:ef00:10:2e::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:f7:ef00:10:3d::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:874d:300:2:61::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:5:43::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:5:4d::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:55::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:56::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:57::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:58::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:59::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:5a::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:5d::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:5e::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:63::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:64::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:65::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:66::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:67::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:69::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8734:3000:6:6e::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:2000:1c1:2c::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:2000:1c1:2e::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:2000:1c1:33::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:2000:1c1:34::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:80ff:ff01:15::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:80ff:ff01:20::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:80ff:ff01:27::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:80ff:ff01:3b::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:80ff:ff01:4b::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:80ff:ff01:4c::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:80ff:ff01:5e::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:80ff:ff01:65::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8719:80ff:ff01:67::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:25::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:26::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:28::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:29::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:2a::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:2b::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:2c::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:2d::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:2e::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:2f::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:30::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:32::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:34::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:3af0:9:36::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:56f0:30:13::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:56f0:30:14::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2408:8670:56f0:30:1c::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c20:7c91:220::23]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8c20:7c91:221::2c]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:978:f02:14:13::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:978:f02:14:1b::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:95c:2003:3:34::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:95c:2003:3:3b::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:95c:2003:3:3d::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:95c:2003:24:1a::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:95c:2003:25:43::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:95c:2003:25:44::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:974:e201::3c]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:dd:d800:712:7d::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:dd:d800:712:7f::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:cf:9000:308:1b::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:cf:9000:308:34::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:cf:9000:308:4f::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:cf:9000:308:5a::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:cf:9000:308:60::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[240e:cf:9000:308:62::]/liveplay-kk.rtxapp.com/live/program/live/CCTV4K/15000000/mnf.m3u8
CCTV-4K,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1&
CCTV-8K,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.js.chinamobile.com/PLTV/3/224/3221228165/index.m3u8
CCTV-8K,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw1981574683_-2118700426/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1659435610&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
CCTV-8K,http://[2409:8087:2001:20:2800:0:df6e:eb03]/wh7f454c46tw1981574683_-2118700426/ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8?icpid=3&RTS=1659435610&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3&
CCTV16-4K,http://[2409:8087:2001:20:2800:0:df6e:eb05]/ott.mobaibox.com/PLTV/3/224/3221228314/index.m3u8
CCTV16-4K,http://[2409:8087:2001:20:2800:0:df6e:eb19]/wh7f454c46tw3757349600_2010832450/ott.js.chinamobile.com/TVOD/3/224/3221228127/index.m3u8?icpid=3
CCTV16-4K,http://[2409:8087:3408:20:5040::106]:18890/PLTV/88888888/224/3221227162/index.m3u8
CCTV16-4K,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227162/index.m3u8?servicetype=1
CCTV16-4K,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227162/index.m3u8?servicetype=1
CCTV16-4K,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/ott.js.chinamobile.com/PLTV/3/224/3221228168/index.m3u8
CCTV16-4K,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw911517877_-1757643052/ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8?icpid=3&RTS=1658854720&from=1&hms_devid=2113&vqe=3&$31M3840x2160
CCTV16-4K,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227162/index.m3u8?servicetype=1&
CCTV16-4K,http://live.cooltv.top/tv/aishang.php?id=cctv164k
CCTV16-4K,http://[2409:8087:2001:20:2800:0:df6e:eb18]/ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
凤凰卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226248/index.m3u8
凤凰咨询,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226274/index.m3u8
南国都市4K,https://justsometime.gztv.com/sec/shenghuos.m3u8
南国都市4K,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds
爱上4K,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
爱上4K,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226352/index.m3u8
欢笑剧场4K,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw1868232_1764604972/ott.mobaibox.com/PLTV/3/224/3221227715/index.m3u8?icpid=3&RTS=1661190272&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3
欢笑剧场4K,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw1868232_1764604972/ott.mobaibox.com/PLTV/3/224/3221227715/index.m3u8?icpid=3&RTS=1661190272&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3&
欢笑剧场4K,http://[2409:8087:2001:20:2800:0:df6e:eb1a]/wh7f454c46tw844279064_-1239575440/ott.js.chinamobile.com/TVOD/3/224/3221227715/index.m3u8?icpid=3
欢笑剧场4K,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
欢笑剧场4K,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8
欢笑剧场4K,http://[2409:8087:7001:20:2::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8
欢笑剧场4K,http://[2409:8087:2001:20:2800:0:df6e:eb1b]/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8
欢笑剧场4K,http://[240e:978:f02:5:42::]/liveplay-kk.rtxapp.com/live/program/live/hxjc4k/15000000/mnf.m3u8
欢笑剧场4K,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&
芒果娱乐4K,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226887/index.m3u8?servicetype=1&
芒果娱乐4K,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221226887/index.m3u8?servicetype=1
芒果娱乐4K,http://[2409:8087:3428:20:500::100f]:6610/TVOD/88888888/224/3221226887/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178?/PLTV/.smil&
纯享4K,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/HD-20M-2160P-chunxiang4k/.m3u8
纯享4K,http://[2409:8087:3408:20:5040::106]:18890/PLTV/88888888/224/3221226825/index.m3u8
纯享4K,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226825/index.m3u8?servicetype=1
纯享4K,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221226825/index.m3u8?servicetype=1
纯享4K,http://[2409:8087:3800:2020:1000::81d]:8080/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://[2409:8087:3800:2020:1000::81d]:8080/hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://[2409:8087:3869:8021:1000::aa]:6610/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://[2409:8087:3869:8021:1001::48]:6610/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225786/2/index.m3u8
纯享4K,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://[2409:8087:5050:20::3023]/0000000000001001/1/index.m3u8?Contentid=1000000004000011651&livemode=1&stbId=2&channel-id=ystenlive&
纯享4K,http://[2409:8087:3869:8021:1001::e5]:6610/ysten-businessmobile/live/HD-20M-2160P-chunxiang4k/index.m3u8
纯享4K,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226825/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178&
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://117.169.120.221:8080/wh7f454c46tw1485335032_-687149174/hwrr.jx.chinamobile.com/PLTV/88888910/224/3221225786/index.m3u8?
纯享4K,http://39.134.116.30/PLTV/88888910/224/3221225786/index.m3u8
4K测试,http://[2409:8087:7000:20::18]:80/dbiptv.sn.chinamobile.com/TVOD/88888890/224/3221226352/index.m3u8
4K修复,http://[2409:8087:2001:20:2800:0:df6e:eb15]/ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8?icpid=3
4K修复,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw247420422_-1101218123/ott.js.chinamobile.com/TVOD/3/224/3221228141/index.m3u8?icpid=3
4K修复,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw1958249448_-1314265822/ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8?icpid=3
4k修复,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw1958249448_-1314265822/ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8?icpid=3&RTS=1659435587&from=1&hms_devid=2115&vqe=3
BesTV-4K,http://[2409:8087:5e01:34::30]:6610/ZTE_CMS/00000001000000060000000000000202/index.m3u8?IAS
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
4K影视,http://39.135.126.226:6610/000000001001/6000000003000004748/1.m3u8?Contentid=6000000003000004748&livemode=1&stbId=2&channel-id=wasusyt
热爱大自然4K,https://d18dyiwu97wm6q.cloudfront.net/playlist.m3u8
Clarity 4K,https://d3thiix3tzne5u.cloudfront.net/playlist2160p.m3u8
Loupe 4K,http://d2dw21aq0j0l5c.cloudfront.net/playlist.m3u8
Fashion4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
MUZZIK ZZ4000 4K,http://muzzik-live.morescreens.com/mts-a6/playlist.m3u8
Astro Super Sport 4K,http://tvt3.xyz:2095/play/live.php?mac=00:1A:79:00:04:02&stream=348094&extension=ts&play_token=FzoklzfqN1
Now Sports UHD HK,http://sheriffwoody.in:80/live/Jeff1/Jeff1/1042156.ts
Hub Premier Sport 4K,http://tvt3.xyz:2095/play/live.php?mac=00:1A:79:00:04:02&stream=348096&extension=ts&play_token=zpHQS3jtnW
DAZN F1 UHD 4K,http://tribaliptv.com:8080/Gustavo/123456/4930
MOVISTAR LIGA DE CAMPEONES UHD 4K,http://tribaliptv.com:8080/Gustavo/123456/12401
ODISEA UHD 4K,http://tribaliptv.com:8080/Gustavo/123456/5195
Eleven Sports 1 4K,http://cdn.spmr.tv:8080/x6xpbw/video.m3u8?token=WYPW6GSH4H
SuperSport 4k World CUP,http://cdn.spmr.tv:8080/pr8kvn/video.m3u8?token=WYPW6GSH4H
Sport5 4k,http://cdn.spmr.tv:8080/npu8r5/video.m3u8?token=WYPW6GSH4H
TRT 4k,http://cdn.spmr.tv:8080/k9o3lx/video.m3u8?token=WYPW6GSH4H
DIGI 4k,http://cdn.spmr.tv:8080/q3z9c9/video.m3u8?token=WYPW6GSH4H
Rai 4k,http://cdn.spmr.tv:8080/25cfpq/video.m3u8?token=WYPW6GSH4H
TVP 4k,http://cdn.spmr.tv:8080/dTsI28/video.m3u8?token=WYPW6GSH4H
Sky Sport UHD,http://cdn.spmr.tv:8080/4Yn0VS/video.m3u8?token=WYPW6GSH4H
Clarity4K,https://d3thiix3tzne5u.cloudfront.net/playlist2160p.m3u8
HBO2,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8

少儿频道,#genre#
CCTV-14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225639/index.m3u8
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/index.m3u8?A=&IASHttpSessionId=OTT
金鹰卡通,http://150.138.8.143/00/SNM/CHANNEL00000047/index.m3u8
炫动卡通,http://150.138.8.143/00/SNM/CHANNEL00000050/index.m3u8
卡酷少儿,http://150.138.8.143/00/SNM/CHANNEL00000048/index.m3u8
优漫卡通,http://150.138.8.143/00/SNM/CHANNEL00000049/index.m3u8
嘉佳卡通,http://150.138.8.143/00/SNM/CHANNEL00000074/index.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少儿[,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
Spacetoon(外),https://streams.spacetoon.com/live/stchannel/smil:livesmil.smil/playlist.m3u8
快乐儿童(外),https://happykids-vizio.amagi.tv/playlist480p.m3u8
乐高频道,https://legochannel-vizio.amagi.tv/playlist.m3u8
黑莓电竞,http://39.134.66.66/PLTV/88888888/224/3221225559/index.m3u8
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
江西少儿,http://39.137.49.76:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
猫和老鼠,http://118.26.120.23:55336/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
